Member_number,Date,itemDescription
1098,2015-08-05,tropical fruit
1098,2015-08-05,citrus fruit
1098,2015-08-05,yogurt
1098,2015-08-05,frankfurter
1098,2015-08-05,specialty chocolate
1098,2015-08-05,hard cheese
1098,2015-08-05,whole milk
1098,2015-08-05,canned beer
1098,2015-09-27,root vegetables
1098,2015-09-27,frozen vegetables
1098,2015-09-27,bottled water
1098,2015-09-27,cat food
1098,2015-11-12,grapes
1098,2015-11-12,other vegetables
1099,2014-07-18,pip fruit
1099,2014-07-18,brown bread
1099,2014-08-29,root vegetables
1099,2014-08-29,instant coffee
1099,2015-08-13,spread cheese
1099,2015-08-13,pork
1100,2014-02-20,hamburger meat
1100,2014-02-20,pasta
1100,2014-12-18,whole milk
1100,2014-12-18,yogurt
1100,2015-03-12,soda
1100,2015-03-12,hygiene articles
1100,2015-03-12,grapes
1100,2015-03-12,pudding powder
1100,2015-03-12,butter milk
1100,2015-03-12,butter
1101,2014-09-07,whole milk
1101,2014-09-07,processed cheese
1101,2014-12-25,brown bread
1101,2014-12-25,sparkling wine
1101,2014-12-28,rolls/buns
1101,2014-12-28,other vegetables
1101,2014-12-28,whipped/sour cream
1102,2014-02-14,root vegetables
1102,2014-02-14,frozen vegetables
1102,2014-04-13,candy
1102,2014-04-13,white wine
1102,2014-09-30,yogurt
1102,2014-09-30,beverages
1102,2014-09-30,brown bread
1102,2015-06-27,other vegetables
1102,2015-06-27,white bread
1102,2015-06-27,detergent
1103,2014-05-25,chicken
1103,2014-05-25,pastry
1103,2014-05-25,candles
1103,2014-07-12,ice cream
1103,2014-07-12,herbs
1103,2014-07-28,waffles
1103,2014-07-28,hygiene articles
1103,2014-07-28,tea
1103,2014-11-22,cream
1103,2014-11-22,yogurt
1104,2014-05-09,yogurt
1104,2014-05-09,root vegetables
1104,2015-01-04,yogurt
1104,2015-01-04,other vegetables
1104,2015-01-04,rolls/buns
1104,2015-01-04,herbs
1104,2015-03-18,domestic eggs
1104,2015-03-18,yogurt
1104,2015-10-27,pork
1104,2015-10-27,whole milk
1105,2014-06-14,other vegetables
1105,2014-06-14,white bread
1105,2015-05-22,bottled water
1105,2015-05-22,yogurt
1105,2015-05-22,tropical fruit
1105,2015-05-22,whole milk
1107,2014-05-15,beef
1107,2014-05-15,specialty fat
1107,2014-05-15,newspapers
1107,2014-06-14,onions
1107,2014-06-14,newspapers
1107,2014-07-22,rolls/buns
1107,2014-07-22,semi-finished bread
1107,2014-08-13,whole milk
1107,2014-08-13,pastry
1107,2014-09-26,shopping bags
1107,2014-09-26,rolls/buns
1107,2015-01-03,liver loaf
1107,2015-01-03,chicken
1107,2015-01-03,rolls/buns
1107,2015-01-03,spread cheese
1107,2015-01-03,shopping bags
1107,2015-05-06,citrus fruit
1107,2015-05-06,misc. beverages
1107,2015-10-01,citrus fruit
1107,2015-10-01,misc. beverages
1108,2014-05-22,pastry
1108,2014-05-22,canned beer
1108,2014-05-22,whipped/sour cream
1108,2014-05-22,grapes
1108,2014-06-25,frozen potato products
1108,2014-06-25,specialty cheese
1108,2014-08-22,salty snack
1108,2014-08-22,pastry
1108,2014-08-22,oil
1108,2015-07-30,brown bread
1108,2015-07-30,whole milk
1108,2015-07-30,shopping bags
1109,2014-06-19,chocolate
1109,2014-06-19,whole milk
1109,2014-10-14,curd
1109,2014-10-14,sugar
1109,2014-10-31,pip fruit
1109,2014-10-31,margarine
1109,2014-11-22,pip fruit
1109,2014-11-22,salty snack
1109,2014-11-22,pastry
1109,2015-04-06,citrus fruit
1109,2015-04-06,frozen vegetables
1109,2015-04-06,margarine
1110,2014-05-30,margarine
1110,2014-05-30,yogurt
1110,2014-09-22,pickled vegetables
1110,2014-09-22,liquor
1110,2014-10-13,bottled water
1110,2014-10-13,chocolate
1110,2014-12-11,soda
1110,2014-12-11,salty snack
1110,2015-09-09,ham
1110,2015-09-09,yogurt
1110,2015-11-15,pastry
1110,2015-11-15,baking powder
1110,2015-11-15,butter
1110,2015-11-15,margarine
1110,2015-11-15,curd
1110,2015-11-15,dishes
1110,2015-11-20,whole milk
1110,2015-11-20,soda
1111,2014-03-03,whole milk
1111,2014-03-03,frozen vegetables
1111,2014-03-03,soda
1111,2014-03-03,uht-milk
1111,2014-05-07,other vegetables
1111,2014-05-07,whipped/sour cream
1111,2014-10-24,bottled water
1111,2014-10-24,flour
1111,2014-10-24,sugar
1111,2015-11-20,beef
1111,2015-11-20,semi-finished bread
1112,2015-04-09,dish cleaner
1112,2015-04-09,ice cream
1112,2015-04-09,jam
1112,2015-04-09,newspapers
1113,2014-01-07,whole milk
1113,2014-01-07,yogurt
1113,2014-01-07,newspapers
1113,2014-02-02,curd
1113,2014-02-02,canned beer
1113,2015-03-29,pork
1113,2015-03-29,pudding powder
1113,2015-03-29,domestic eggs
1113,2015-08-05,bottled beer
1113,2015-08-05,specialty bar
1113,2015-08-05,baking powder
1114,2014-04-25,chocolate
1114,2014-04-25,brown bread
1114,2014-04-25,salty snack
1114,2014-09-04,root vegetables
1114,2014-09-04,shopping bags
1114,2014-12-14,root vegetables
1114,2014-12-14,citrus fruit
1114,2015-03-12,dog food
1114,2015-03-12,sausage
1114,2015-03-12,dessert
1114,2015-03-12,shopping bags
1114,2015-04-26,chicken
1114,2015-04-26,shopping bags
1114,2015-07-10,misc. beverages
1114,2015-07-10,uht-milk
1114,2015-07-10,white bread
1115,2014-07-31,turkey
1115,2014-07-31,root vegetables
1115,2014-08-03,other vegetables
1115,2014-08-03,butter
1115,2014-09-15,whipped/sour cream
1115,2014-09-15,yogurt
1115,2015-01-22,other vegetables
1115,2015-01-22,yogurt
1116,2014-03-06,other vegetables
1116,2014-03-06,napkins
1116,2014-06-22,brown bread
1116,2014-06-22,butter milk
1116,2014-06-22,canned vegetables
1116,2014-06-22,soda
1116,2014-08-11,other vegetables
1116,2014-08-11,zwieback
1116,2014-09-27,brown bread
1116,2014-09-27,soda
1116,2015-01-29,other vegetables
1116,2015-01-29,cream cheese
1116,2015-01-29,liquor
1116,2015-01-29,root vegetables
1116,2015-01-29,newspapers
1116,2015-01-29,hard cheese
1116,2015-07-23,chicken
1116,2015-07-23,bottled water
1116,2015-10-08,newspapers
1116,2015-10-08,white bread
1116,2015-10-08,rolls/buns
1116,2015-10-08,beverages
1116,2015-11-29,frankfurter
1116,2015-11-29,rolls/buns
1117,2015-05-24,meat
1117,2015-05-24,whole milk
1117,2015-05-24,whipped/sour cream
1118,2014-03-02,bottled beer
1118,2014-03-02,frozen vegetables
1118,2014-03-02,sliced cheese
1118,2014-11-07,pip fruit
1118,2014-11-07,processed cheese
1118,2014-11-07,canned beer
1118,2014-12-09,berries
1118,2014-12-09,condensed milk
1118,2015-05-13,house keeping products
1118,2015-05-13,rolls/buns
1118,2015-05-13,pickled vegetables
1118,2015-05-13,curd
1118,2015-07-27,ham
1118,2015-07-27,yogurt
1118,2015-12-25,whole milk
1118,2015-12-25,hair spray
1118,2015-12-25,butter
1118,2015-12-25,pastry
1119,2015-02-04,grapes
1119,2015-02-04,whole milk
1120,2014-08-21,tropical fruit
1120,2014-08-21,sugar
1120,2015-01-14,soda
1120,2015-01-14,uht-milk
1120,2015-01-14,newspapers
1120,2015-01-14,white bread
1120,2015-06-08,meat
1120,2015-06-08,other vegetables
1120,2015-06-11,other vegetables
1120,2015-06-11,specialty bar
1120,2015-07-14,citrus fruit
1120,2015-07-14,brown bread
1120,2015-09-26,pastry
1120,2015-09-26,condensed milk
1120,2015-09-26,rice
1120,2015-09-26,tropical fruit
1120,2015-09-26,chocolate marshmallow
1121,2014-03-15,coffee
1121,2014-03-15,shopping bags
1122,2014-09-25,chicken
1122,2014-09-25,dishes
1122,2015-06-25,root vegetables
1122,2015-06-25,frozen vegetables
1122,2015-12-21,bottled water
1122,2015-12-21,citrus fruit
1123,2014-08-09,rolls/buns
1123,2014-08-09,oil
1123,2014-08-09,yogurt
1123,2014-12-28,pip fruit
1123,2014-12-28,whole milk
1123,2015-01-31,frozen vegetables
1123,2015-01-31,rolls/buns
1123,2015-01-31,cling film/bags
1123,2015-11-12,pork
1123,2015-11-12,soda
1123,2015-11-12,canned vegetables
1124,2014-03-05,bottled beer
1124,2014-03-05,hygiene articles
1124,2014-08-23,yogurt
1124,2014-08-23,soda
1125,2014-05-30,root vegetables
1125,2014-05-30,margarine
1125,2014-05-30,rolls/buns
1125,2014-12-09,rolls/buns
1125,2014-12-09,margarine
1125,2015-05-12,condensed milk
1125,2015-05-12,shopping bags
1125,2015-08-27,sausage
1125,2015-08-27,pastry
1125,2015-11-19,popcorn
1125,2015-11-19,citrus fruit
1126,2014-11-02,rolls/buns
1126,2014-11-02,whipped/sour cream
1126,2015-04-29,misc. beverages
1126,2015-04-29,whole milk
1126,2015-04-29,long life bakery product
1126,2015-05-17,newspapers
1126,2015-05-17,pork
1126,2015-05-17,root vegetables
1126,2015-05-17,napkins
1127,2014-02-06,soda
1127,2014-02-06,roll products
1127,2014-04-05,citrus fruit
1127,2014-04-05,soda
1127,2015-01-14,frankfurter
1127,2015-01-14,rolls/buns
1127,2015-01-14,shopping bags
1127,2015-01-14,margarine
1127,2015-10-15,other vegetables
1127,2015-10-15,butter
1127,2015-10-15,pastry
1127,2015-10-15,uht-milk
1128,2014-03-27,specialty bar
1128,2014-03-27,soda
1128,2014-03-27,frozen vegetables
1128,2014-04-26,liquor
1128,2014-04-26,domestic eggs
1128,2014-05-10,frankfurter
1128,2014-05-10,white bread
1128,2015-07-05,meat
1128,2015-07-05,coffee
1129,2014-01-25,whole milk
1129,2014-01-25,baking powder
1129,2014-04-18,flower (seeds)
1129,2014-04-18,white wine
1129,2014-09-10,grapes
1129,2014-09-10,frozen meals
1129,2014-09-10,flower (seeds)
1129,2014-11-14,tea
1129,2014-11-14,yogurt
1129,2014-11-14,shopping bags
1129,2014-11-14,brown bread
1129,2014-12-21,cream cheese
1129,2014-12-21,specialty chocolate
1130,2014-08-18,yogurt
1130,2014-08-18,softener
1130,2014-11-01,margarine
1130,2014-11-01,soda
1130,2015-01-15,tropical fruit
1130,2015-01-15,cream cheese
1130,2015-09-18,bottled water
1130,2015-09-18,frankfurter
1130,2015-09-18,dessert
1130,2015-09-18,root vegetables
1132,2014-11-22,bottled beer
1132,2014-11-22,whole milk
1132,2015-02-19,other vegetables
1132,2015-02-19,semi-finished bread
1132,2015-02-19,rolls/buns
1132,2015-02-19,shopping bags
1132,2015-02-19,salty snack
1132,2015-09-22,soda
1132,2015-09-22,whole milk
1133,2014-03-21,coffee
1133,2014-03-21,shopping bags
1133,2014-08-03,yogurt
1133,2014-08-03,pastry
1133,2015-02-26,sausage
1133,2015-02-26,rolls/buns
1133,2015-02-26,rice
1133,2015-03-26,pork
1133,2015-03-26,whole milk
1133,2015-03-26,napkins
1133,2015-08-03,curd
1133,2015-08-03,domestic eggs
1134,2014-02-18,cream cheese
1134,2014-02-18,newspapers
1134,2014-05-11,pastry
1134,2014-05-11,brown bread
1134,2014-05-11,yogurt
1134,2014-12-04,other vegetables
1134,2014-12-04,oil
1135,2015-02-24,hard cheese
1135,2015-02-24,butter
1135,2015-04-29,whole milk
1135,2015-04-29,other vegetables
1135,2015-07-10,sausage
1135,2015-07-10,shopping bags
1135,2015-07-10,soda
1135,2015-07-10,butter
1135,2015-07-10,dessert
1136,2014-05-02,citrus fruit
1136,2014-05-02,flower (seeds)
1136,2014-05-25,instant coffee
1136,2014-05-25,shopping bags
1136,2014-06-04,rolls/buns
1136,2014-06-04,fruit/vegetable juice
1136,2014-07-15,root vegetables
1136,2014-07-15,butter milk
1136,2014-09-28,tropical fruit
1136,2014-09-28,other vegetables
1136,2015-01-03,tropical fruit
1136,2015-01-03,butter milk
1136,2015-01-03,brown bread
1136,2015-06-15,herbs
1136,2015-06-15,citrus fruit
1136,2015-10-29,other vegetables
1136,2015-10-29,beef
1136,2015-11-03,tropical fruit
1136,2015-11-03,whole milk
1137,2014-05-16,nut snack
1137,2014-05-16,canned beer
1137,2015-09-26,whole milk
1137,2015-09-26,other vegetables
1137,2015-09-26,sugar
1138,2014-07-07,citrus fruit
1138,2014-07-07,napkins
1138,2015-02-24,rolls/buns
1138,2015-02-24,butter milk
1138,2015-09-02,whole milk
1138,2015-09-02,root vegetables
1139,2014-01-15,tropical fruit
1139,2014-01-15,soft cheese
1139,2014-02-02,rolls/buns
1139,2014-02-02,brown bread
1139,2014-02-02,canned beer
1139,2014-10-20,pork
1139,2014-10-20,pickled vegetables
1139,2015-01-19,tropical fruit
1139,2015-01-19,misc. beverages
1140,2015-05-01,photo/film
1140,2015-05-01,frankfurter
1140,2015-05-01,other vegetables
1140,2015-05-01,curd
1140,2015-05-01,waffles
1140,2015-06-26,pip fruit
1140,2015-06-26,other vegetables
1140,2015-06-26,cling film/bags
1141,2014-04-08,tropical fruit
1141,2014-04-08,yogurt
1141,2014-06-08,cat food
1141,2014-06-08,rolls/buns
1141,2014-12-02,rolls/buns
1141,2014-12-02,whole milk
1141,2014-12-02,soda
1141,2014-12-15,berries
1141,2014-12-15,white bread
1142,2014-05-22,newspapers
1142,2014-05-22,soups
1142,2014-10-13,other vegetables
1142,2014-10-13,napkins
1142,2014-12-10,rolls/buns
1142,2014-12-10,soda
1142,2015-06-13,chicken
1142,2015-06-13,brown bread
1143,2014-07-14,uht-milk
1143,2014-07-14,soda
1143,2014-11-14,pork
1143,2014-11-14,soda
1143,2014-11-18,oil
1143,2014-11-18,pickled vegetables
1143,2015-01-27,misc. beverages
1143,2015-01-27,spread cheese
1143,2015-04-25,soda
1143,2015-04-25,whole milk
1143,2015-04-25,sugar
1144,2014-04-08,root vegetables
1144,2014-04-08,coffee
1144,2014-11-07,pork
1144,2014-11-07,domestic eggs
1144,2015-01-16,chicken
1144,2015-01-16,domestic eggs
1144,2015-01-16,white bread
1144,2015-01-28,soda
1144,2015-01-28,whipped/sour cream
1144,2015-04-01,meat
1144,2015-04-01,whole milk
1144,2015-08-13,canned beer
1144,2015-08-13,fish
1144,2015-10-15,hard cheese
1144,2015-10-15,root vegetables
1144,2015-10-15,white bread
1145,2014-06-05,brown bread
1145,2014-06-05,other vegetables
1145,2014-09-13,bottled beer
1145,2014-09-13,soda
1145,2015-10-07,tropical fruit
1145,2015-10-07,root vegetables
1146,2014-01-30,curd
1146,2014-01-30,soft cheese
1146,2014-02-21,frozen vegetables
1146,2014-02-21,pip fruit
1146,2014-02-21,root vegetables
1146,2014-02-21,cereals
1146,2014-03-28,other vegetables
1146,2014-03-28,berries
1146,2014-03-28,candy
1146,2014-03-28,sliced cheese
1146,2014-05-23,yogurt
1146,2014-05-23,soda
1146,2014-07-12,bottled water
1146,2014-07-12,shopping bags
1146,2014-07-12,waffles
1146,2015-06-11,whole milk
1146,2015-06-11,bottled beer
1146,2015-09-12,pork
1146,2015-09-12,margarine
1147,2014-03-04,frozen meals
1147,2014-03-04,detergent
1147,2014-05-01,soda
1147,2014-05-01,whole milk
1147,2014-11-16,specialty chocolate
1147,2014-11-16,canned fish
1148,2014-01-31,root vegetables
1148,2014-01-31,soda
1148,2014-01-31,long life bakery product
1148,2014-11-01,soda
1148,2014-11-01,other vegetables
1148,2015-01-14,pork
1148,2015-01-14,yogurt
1148,2015-04-15,yogurt
1148,2015-04-15,sausage
1148,2015-04-15,whole milk
1148,2015-04-15,shopping bags
1148,2015-04-15,white bread
1148,2015-04-15,dog food
1148,2015-04-15,baking powder
1148,2015-04-15,sliced cheese
1148,2015-07-09,pork
1148,2015-07-09,tropical fruit
1148,2015-09-27,soda
1148,2015-09-27,other vegetables
1149,2015-08-06,soda
1149,2015-08-06,bottled beer
1149,2015-08-06,chicken
1149,2015-08-06,yogurt
1149,2015-12-12,seasonal products
1149,2015-12-12,frozen vegetables
1149,2015-12-12,yogurt
1150,2014-08-29,pip fruit
1150,2014-08-29,berries
1150,2014-09-06,long life bakery product
1150,2014-09-06,rolls/buns
1150,2014-09-06,uht-milk
1150,2014-09-06,bottled water
1150,2015-05-25,canned beer
1150,2015-05-25,sugar
1150,2015-12-04,other vegetables
1150,2015-12-04,fruit/vegetable juice
1151,2014-12-12,curd
1151,2014-12-12,soft cheese
1151,2015-09-17,berries
1151,2015-09-17,pip fruit
1151,2015-09-17,pastry
1152,2014-12-26,curd cheese
1152,2014-12-26,soda
1152,2015-03-05,whole milk
1152,2015-03-05,rolls/buns
1152,2015-04-20,soda
1152,2015-04-20,frozen meals
1152,2015-07-19,pork
1152,2015-07-19,domestic eggs
1153,2014-03-28,tropical fruit
1153,2014-03-28,rolls/buns
1153,2014-03-28,canned beer
1153,2014-03-28,dish cleaner
1153,2014-08-10,chewing gum
1153,2014-08-10,whole milk
1153,2014-08-10,bottled beer
1153,2014-08-10,ready soups
1153,2014-08-19,chicken
1153,2014-08-19,cake bar
1153,2015-02-18,butter
1153,2015-02-18,ice cream
1153,2015-10-26,frankfurter
1153,2015-10-26,soft cheese
1153,2015-10-26,mustard
1153,2015-12-08,whole milk
1153,2015-12-08,grapes
1154,2014-05-15,female sanitary products
1154,2014-05-15,rolls/buns
1154,2015-04-06,root vegetables
1154,2015-04-06,other vegetables
1154,2015-04-06,frozen vegetables
1154,2015-05-17,citrus fruit
1154,2015-05-17,sausage
1154,2015-05-17,whole milk
1154,2015-05-17,canned beer
1155,2015-04-01,whole milk
1155,2015-04-01,sausage
1155,2015-04-01,pet care
1155,2015-04-01,yogurt
1155,2015-08-10,whole milk
1155,2015-08-10,house keeping products
1155,2015-12-27,frankfurter
1155,2015-12-27,brandy
1156,2015-09-13,berries
1156,2015-09-13,other vegetables
1157,2014-03-21,beef
1157,2014-03-21,curd
1157,2014-03-21,frozen meals
1157,2014-10-04,tropical fruit
1157,2014-10-04,uht-milk
1157,2014-10-04,napkins
1157,2014-10-04,whole milk
1158,2014-02-19,whole milk
1158,2014-02-19,bottled water
1158,2015-03-21,yogurt
1158,2015-03-21,citrus fruit
1158,2015-08-25,whole milk
1158,2015-08-25,cream cheese
1158,2015-10-17,rolls/buns
1158,2015-10-17,other vegetables
1158,2015-10-17,butter
1158,2015-10-17,root vegetables
1159,2014-01-28,citrus fruit
1159,2014-01-28,light bulbs
1159,2014-02-06,frozen vegetables
1159,2014-02-06,domestic eggs
1159,2015-06-14,citrus fruit
1159,2015-06-14,soda
1160,2014-02-04,yogurt
1160,2014-02-04,whole milk
1160,2014-02-06,whole milk
1160,2014-02-06,root vegetables
1160,2015-01-24,shopping bags
1160,2015-01-24,frozen meals
1160,2015-08-21,domestic eggs
1160,2015-08-21,beef
1160,2015-08-21,coffee
1160,2015-08-21,bottled beer
1160,2015-09-04,butter
1160,2015-09-04,chewing gum
1160,2015-11-20,pip fruit
1160,2015-11-20,tropical fruit
1160,2015-11-20,mustard
1161,2014-01-26,beef
1161,2014-01-26,newspapers
1161,2014-01-26,bottled beer
1161,2015-03-14,other vegetables
1161,2015-03-14,yogurt
1161,2015-03-14,whole milk
1161,2015-03-14,spread cheese
1162,2014-01-18,white bread
1162,2014-01-18,yogurt
1162,2014-03-28,canned beer
1162,2014-03-28,berries
1162,2014-03-28,male cosmetics
1162,2014-03-28,fruit/vegetable juice
1162,2014-04-05,misc. beverages
1162,2014-04-05,coffee
1162,2014-08-20,red/blush wine
1162,2014-08-20,salty snack
1162,2015-08-06,canned beer
1162,2015-08-06,citrus fruit
1163,2014-03-11,sausage
1163,2014-03-11,bottled water
1163,2014-04-30,white bread
1163,2014-04-30,frozen vegetables
1163,2015-12-14,whole milk
1163,2015-12-14,beef
1163,2015-12-14,citrus fruit
1163,2015-12-14,newspapers
1163,2015-12-14,bottled water
1164,2015-02-01,other vegetables
1164,2015-02-01,sliced cheese
1164,2015-03-30,whole milk
1164,2015-03-30,root vegetables
1164,2015-03-30,canned vegetables
1165,2014-04-01,beef
1165,2014-04-01,house keeping products
1165,2014-05-02,frozen vegetables
1165,2014-05-02,whole milk
1165,2015-04-13,pork
1165,2015-04-13,packaged fruit/vegetables
1165,2015-04-13,chocolate
1165,2015-12-29,curd
1165,2015-12-29,spices
1166,2014-02-17,root vegetables
1166,2014-02-17,brown bread
1166,2014-06-03,bottled water
1166,2014-06-03,tropical fruit
1167,2014-11-01,rolls/buns
1167,2014-11-01,other vegetables
1167,2015-02-16,coffee
1167,2015-02-16,domestic eggs
1168,2014-10-31,sweet spreads
1168,2014-10-31,herbs
1168,2014-10-31,long life bakery product
1168,2015-02-11,bottled beer
1168,2015-02-11,whole milk
1168,2015-02-11,uht-milk
1168,2015-02-11,chocolate
1168,2015-03-06,frankfurter
1168,2015-03-06,frozen vegetables
1169,2014-01-04,liquor
1169,2014-01-04,bottled water
1169,2014-01-15,other vegetables
1169,2014-01-15,rolls/buns
1169,2014-01-25,waffles
1169,2014-01-25,whole milk
1169,2014-01-25,other vegetables
1169,2014-01-25,white bread
1169,2014-04-15,napkins
1169,2014-05-02,soda
1169,2014-05-02,margarine
1169,2014-05-29,finished products
1169,2014-05-29,newspapers
1169,2014-05-29,whipped/sour cream
1169,2014-06-05,napkins
1169,2014-06-05,cleaner
1169,2014-11-01,soda
1169,2014-11-01,detergent
1169,2014-12-15,cake bar
1169,2014-12-15,bottled beer
1170,2014-05-22,whole milk
1170,2014-05-22,canned beer
1170,2014-06-03,chocolate
1170,2014-06-03,shopping bags
1170,2014-09-13,pip fruit
1170,2014-09-13,whipped/sour cream
1170,2015-03-19,whole milk
1170,2015-03-19,sparkling wine
1170,2015-10-09,citrus fruit
1170,2015-10-09,whipped/sour cream
1170,2015-11-12,whole milk
1170,2015-11-12,turkey
1170,2015-11-12,pork
1170,2015-11-12,dog food
1170,2015-11-12,rolls/buns
1170,2015-11-12,soda
1170,2015-11-12,bottled water
1170,2015-12-01,chicken
1170,2015-12-01,pip fruit
1171,2014-03-01,soda
1171,2014-03-01,whipped/sour cream
1171,2014-08-04,other vegetables
1171,2014-08-04,soda
1171,2014-09-04,brown bread
1171,2014-09-04,pasta
1171,2015-01-15,specialty chocolate
1171,2015-01-15,beverages
1171,2015-05-05,bottled water
1171,2015-05-05,onions
1173,2014-04-18,rolls/buns
1173,2014-04-18,margarine
1173,2014-08-07,specialty bar
1173,2014-08-07,newspapers
1173,2015-02-07,bottled beer
1173,2015-02-07,fruit/vegetable juice
